File_ID,DSS_tbl_source,DSS_tbl_relpath,DSS_tbl_transcript,DSS_tbl_transcript_relpath,DSS_tbl_command,DSS_tbl_score,DSS_tbl_score_is_na,DSS_tbl_warning_50,DSS_tbl_CNJ,DSS_tbl_IP,DSS_tbl_IR,DSS_tbl_MV,DSS_tbl_NG,DSS_tbl_PP,DSS_tbl_S,DSS_tbl_SV,DSS_tbl_TOT,DSS_tbl_WHQ
827,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/827.tbl.cex,phase2/measures/dss/SLI/B/827.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/827.cha,data/annotated/ENNI_batchalign/SLI/B/827.cha,dss +t*CHI +deng.cut +leng,8.28,0,0,92,42,1,135,4,66,48,20,414,6
831,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/831.tbl.cex,phase2/measures/dss/SLI/B/831.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/831.cha,data/annotated/ENNI_batchalign/SLI/B/831.cha,dss +t*CHI +deng.cut +leng,10.60,0,0,121,42,8,126,4,130,47,43,530,9
870,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/870.tbl.cex,phase2/measures/dss/SLI/B/870.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/870.cha,data/annotated/ENNI_batchalign/SLI/B/870.cha,dss +t*CHI +deng.cut +leng,5.24,0,0,9,46,7,93,8,22,40,37,262,0
872,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/872.tbl.cex,phase2/measures/dss/SLI/B/872.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/872.cha,data/annotated/ENNI_batchalign/SLI/B/872.cha,dss +t*CHI +deng.cut +leng,9.66,0,0,115,63,0,127,7,92,45,34,483,0
874,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/874.tbl.cex,phase2/measures/dss/SLI/B/874.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/874.cha,data/annotated/ENNI_batchalign/SLI/B/874.cha,dss +t*CHI +deng.cut +leng,7.72,0,0,128,41,0,113,0,27,35,40,386,2
875,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/875.tbl.cex,phase2/measures/dss/SLI/B/875.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/875.cha,data/annotated/ENNI_batchalign/SLI/B/875.cha,dss +t*CHI +deng.cut +leng,8.10,0,0,80,39,8,129,18,64,47,20,405,0
877,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/877.tbl.cex,phase2/measures/dss/SLI/B/877.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/877.cha,data/annotated/ENNI_batchalign/SLI/B/877.cha,dss +t*CHI +deng.cut +leng,8.34,0,0,40,63,0,128,4,87,46,49,417,0
879,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/879.tbl.cex,phase2/measures/dss/SLI/B/879.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/879.cha,data/annotated/ENNI_batchalign/SLI/B/879.cha,dss +t*CHI +deng.cut +leng,7.36,0,0,122,31,10,97,12,34,36,22,368,4
903,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/903.tbl.cex,phase2/measures/dss/SLI/B/903.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/903.cha,data/annotated/ENNI_batchalign/SLI/B/903.cha,dss +t*CHI +deng.cut +leng,8.52,0,0,74,48,0,120,12,96,48,20,426,8
920,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/920.tbl.cex,phase2/measures/dss/SLI/B/920.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/920.cha,data/annotated/ENNI_batchalign/SLI/B/920.cha,dss +t*CHI +deng.cut +leng,10.82,0,0,159,80,7,127,4,96,46,22,541,0
924,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/924.tbl.cex,phase2/measures/dss/SLI/B/924.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/924.cha,data/annotated/ENNI_batchalign/SLI/B/924.cha,dss +t*CHI +deng.cut +leng,11.10,0,0,170,40,16,133,14,79,46,47,555,10
928,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/928.tbl.cex,phase2/measures/dss/SLI/B/928.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/928.cha,data/annotated/ENNI_batchalign/SLI/B/928.cha,dss +t*CHI +deng.cut +leng,9.44,0,0,136,49,0,121,8,87,47,22,472,2
932,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/932.tbl.cex,phase2/measures/dss/SLI/B/932.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/932.cha,data/annotated/ENNI_batchalign/SLI/B/932.cha,dss +t*CHI +deng.cut +leng,11.06,0,0,190,48,0,148,4,97,47,19,553,0
934,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/934.tbl.cex,phase2/measures/dss/SLI/B/934.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/934.cha,data/annotated/ENNI_batchalign/SLI/B/934.cha,dss +t*CHI +deng.cut +leng,7.14,0,0,48,42,7,119,0,52,50,31,357,8
935,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/SLI/B/935.tbl.cex,phase2/measures/dss/SLI/B/935.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/935.cha,data/annotated/ENNI_batchalign/SLI/B/935.cha,dss +t*CHI +deng.cut +leng,8.20,0,0,122,41,0,105,0,67,45,30,410,0
401,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/401.tbl.cex,phase2/measures/dss/TD/A/401.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/401.cha,data/annotated/ENNI_batchalign/TD/A/401.cha,dss +t*CHI +deng.cut +leng,10.80,0,0,174,42,8,138,26,68,43,33,540,8
402,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/402.tbl.cex,phase2/measures/dss/TD/A/402.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/402.cha,data/annotated/ENNI_batchalign/TD/A/402.cha,dss +t*CHI +deng.cut +leng,7.46,0,0,92,35,2,96,0,79,47,22,373,0
405,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/405.tbl.cex,phase2/measures/dss/TD/A/405.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/405.cha,data/annotated/ENNI_batchalign/TD/A/405.cha,dss +t*CHI +deng.cut +leng,11.12,0,0,200,52,0,122,22,69,48,25,556,18
406,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/406.tbl.cex,phase2/measures/dss/TD/A/406.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/406.cha,data/annotated/ENNI_batchalign/TD/A/406.cha,dss +t*CHI +deng.cut +leng,11.10,0,0,96,60,0,148,42,110,47,44,555,8
409,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/409.tbl.cex,phase2/measures/dss/TD/A/409.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/409.cha,data/annotated/ENNI_batchalign/TD/A/409.cha,dss +t*CHI +deng.cut +leng,7.82,0,0,104,42,0,101,8,64,50,16,391,6
410,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/410.tbl.cex,phase2/measures/dss/TD/A/410.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/410.cha,data/annotated/ENNI_batchalign/TD/A/410.cha,dss +t*CHI +deng.cut +leng,8.70,0,0,135,46,0,100,11,67,44,32,435,0
414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/414.tbl.cex,phase2/measures/dss/TD/A/414.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/414.cha,data/annotated/ENNI_batchalign/TD/A/414.cha,dss +t*CHI +deng.cut +leng,7.76,0,0,52,34,8,110,18,94,44,20,388,8
417,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/417.tbl.cex,phase2/measures/dss/TD/A/417.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/417.cha,data/annotated/ENNI_batchalign/TD/A/417.cha,dss +t*CHI +deng.cut +leng,11.18,0,0,169,38,9,131,16,103,47,24,559,22
418,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/418.tbl.cex,phase2/measures/dss/TD/A/418.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/418.cha,data/annotated/ENNI_batchalign/TD/A/418.cha,dss +t*CHI +deng.cut +leng,9.18,0,0,145,29,28,102,11,71,49,24,459,0
421,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/421.tbl.cex,phase2/measures/dss/TD/A/421.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/421.cha,data/annotated/ENNI_batchalign/TD/A/421.cha,dss +t*CHI +deng.cut +leng,11.86,0,0,144,57,0,157,22,121,48,42,593,2
425,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/425.tbl.cex,phase2/measures/dss/TD/A/425.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/425.cha,data/annotated/ENNI_batchalign/TD/A/425.cha,dss +t*CHI +deng.cut +leng,7.98,0,0,75,21,1,103,7,96,45,25,399,26
429,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/429.tbl.cex,phase2/measures/dss/TD/A/429.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/429.cha,data/annotated/ENNI_batchalign/TD/A/429.cha,dss +t*CHI +deng.cut +leng,9.44,0,0,135,38,0,124,14,95,42,24,472,0
441,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/441.tbl.cex,phase2/measures/dss/TD/A/441.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/441.cha,data/annotated/ENNI_batchalign/TD/A/441.cha,dss +t*CHI +deng.cut +leng,8.18,0,0,90,22,0,75,0,55,48,119,409,0
448,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/448.tbl.cex,phase2/measures/dss/TD/A/448.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/448.cha,data/annotated/ENNI_batchalign/TD/A/448.cha,dss +t*CHI +deng.cut +leng,8.90,0,0,87,37,0,116,18,106,49,32,445,0
452,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/452.tbl.cex,phase2/measures/dss/TD/A/452.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/452.cha,data/annotated/ENNI_batchalign/TD/A/452.cha,dss +t*CHI +deng.cut +leng,5.44,0,1,9,2,0,12,0,1,9,16,49,0
456,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/456.tbl.cex,phase2/measures/dss/TD/A/456.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/456.cha,data/annotated/ENNI_batchalign/TD/A/456.cha,dss +t*CHI +deng.cut +leng,7.18,0,0,24,36,0,109,8,128,37,17,359,0
457,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/457.tbl.cex,phase2/measures/dss/TD/A/457.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/457.cha,data/annotated/ENNI_batchalign/TD/A/457.cha,dss +t*CHI +deng.cut +leng,7.50,0,0,94,44,2,92,8,72,44,19,375,0
460,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/460.tbl.cex,phase2/measures/dss/TD/A/460.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/460.cha,data/annotated/ENNI_batchalign/TD/A/460.cha,dss +t*CHI +deng.cut +leng,6.00,0,0,27,21,0,92,8,89,47,10,300,6
464,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/464.tbl.cex,phase2/measures/dss/TD/A/464.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/464.cha,data/annotated/ENNI_batchalign/TD/A/464.cha,dss +t*CHI +deng.cut +leng,8.68,0,0,114,32,0,110,7,106,47,18,434,0
468,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/468.tbl.cex,phase2/measures/dss/TD/A/468.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/468.cha,data/annotated/ENNI_batchalign/TD/A/468.cha,dss +t*CHI +deng.cut +leng,7.10,0,0,60,15,0,102,14,101,48,15,355,0
471,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/471.tbl.cex,phase2/measures/dss/TD/A/471.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/471.cha,data/annotated/ENNI_batchalign/TD/A/471.cha,dss +t*CHI +deng.cut +leng,8.52,0,0,131,35,3,125,11,42,49,24,426,6
501,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/501.tbl.cex,phase2/measures/dss/TD/A/501.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/501.cha,data/annotated/ENNI_batchalign/TD/A/501.cha,dss +t*CHI +deng.cut +leng,7.80,0,0,74,21,0,136,36,43,47,21,390,12
502,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/502.tbl.cex,phase2/measures/dss/TD/A/502.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/502.cha,data/annotated/ENNI_batchalign/TD/A/502.cha,dss +t*CHI +deng.cut +leng,7.64,0,0,93,34,1,108,0,43,47,54,382,2
505,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/505.tbl.cex,phase2/measures/dss/TD/A/505.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/505.cha,data/annotated/ENNI_batchalign/TD/A/505.cha,dss +t*CHI +deng.cut +leng,8.66,0,0,142,45,0,128,0,43,46,29,433,0
506,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/506.tbl.cex,phase2/measures/dss/TD/A/506.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/506.cha,data/annotated/ENNI_batchalign/TD/A/506.cha,dss +t*CHI +deng.cut +leng,10.14,0,0,153,26,4,128,0,105,47,44,507,0
509,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/509.tbl.cex,phase2/measures/dss/TD/A/509.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/509.cha,data/annotated/ENNI_batchalign/TD/A/509.cha,dss +t*CHI +deng.cut +leng,8.92,0,0,140,53,0,111,18,56,49,13,446,6
510,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/510.tbl.cex,phase2/measures/dss/TD/A/510.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/510.cha,data/annotated/ENNI_batchalign/TD/A/510.cha,dss +t*CHI +deng.cut +leng,10.92,0,0,130,36,0,153,42,93,49,43,546,0
513,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/513.tbl.cex,phase2/measures/dss/TD/A/513.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/513.cha,data/annotated/ENNI_batchalign/TD/A/513.cha,dss +t*CHI +deng.cut +leng,10.24,0,0,106,30,0,148,0,128,50,30,512,20
514,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/514.tbl.cex,phase2/measures/dss/TD/A/514.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/514.cha,data/annotated/ENNI_batchalign/TD/A/514.cha,dss +t*CHI +deng.cut +leng,8.90,0,0,160,16,0,119,7,76,45,22,445,0
517,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/517.tbl.cex,phase2/measures/dss/TD/A/517.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/517.cha,data/annotated/ENNI_batchalign/TD/A/517.cha,dss +t*CHI +deng.cut +leng,6.80,0,0,112,29,0,75,0,58,50,16,340,0
518,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/518.tbl.cex,phase2/measures/dss/TD/A/518.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/518.cha,data/annotated/ENNI_batchalign/TD/A/518.cha,dss +t*CHI +deng.cut +leng,8.40,0,0,105,32,3,106,0,88,48,36,420,2
522,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/522.tbl.cex,phase2/measures/dss/TD/A/522.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/522.cha,data/annotated/ENNI_batchalign/TD/A/522.cha,dss +t*CHI +deng.cut +leng,9.28,0,0,150,33,0,115,21,59,44,26,464,16
526,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/526.tbl.cex,phase2/measures/dss/TD/A/526.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/526.cha,data/annotated/ENNI_batchalign/TD/A/526.cha,dss +t*CHI +deng.cut +leng,10.28,0,0,124,22,9,131,40,102,50,32,514,4
530,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/530.tbl.cex,phase2/measures/dss/TD/A/530.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/530.cha,data/annotated/ENNI_batchalign/TD/A/530.cha,dss +t*CHI +deng.cut +leng,8.46,0,0,90,28,0,114,0,121,49,21,423,0
538,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/538.tbl.cex,phase2/measures/dss/TD/A/538.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/538.cha,data/annotated/ENNI_batchalign/TD/A/538.cha,dss +t*CHI +deng.cut +leng,12.26,0,0,175,51,7,164,36,78,48,34,613,20
541,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/541.tbl.cex,phase2/measures/dss/TD/A/541.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/541.cha,data/annotated/ENNI_batchalign/TD/A/541.cha,dss +t*CHI +deng.cut +leng,7.76,0,0,114,32,2,108,19,37,50,24,388,2
544,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/544.tbl.cex,phase2/measures/dss/TD/A/544.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/544.cha,data/annotated/ENNI_batchalign/TD/A/544.cha,dss +t*CHI +deng.cut +leng,6.14,0,0,11,32,6,109,5,34,50,60,307,0
545,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/545.tbl.cex,phase2/measures/dss/TD/A/545.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/545.cha,data/annotated/ENNI_batchalign/TD/A/545.cha,dss +t*CHI +deng.cut +leng,8.84,0,0,138,20,0,114,18,98,42,12,442,0
548,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/548.tbl.cex,phase2/measures/dss/TD/A/548.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/548.cha,data/annotated/ENNI_batchalign/TD/A/548.cha,dss +t*CHI +deng.cut +leng,8.82,0,0,113,45,7,137,4,55,50,26,441,4
549,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/549.tbl.cex,phase2/measures/dss/TD/A/549.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/549.cha,data/annotated/ENNI_batchalign/TD/A/549.cha,dss +t*CHI +deng.cut +leng,10.12,0,0,119,41,7,151,39,61,50,38,506,0
553,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/553.tbl.cex,phase2/measures/dss/TD/A/553.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/553.cha,data/annotated/ENNI_batchalign/TD/A/553.cha,dss +t*CHI +deng.cut +leng,10.64,0,0,149,37,0,148,0,85,50,63,532,0
555,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/555.tbl.cex,phase2/measures/dss/TD/A/555.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/555.cha,data/annotated/ENNI_batchalign/TD/A/555.cha,dss +t*CHI +deng.cut +leng,9.50,0,0,119,36,8,134,14,108,49,5,475,2
559,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/559.tbl.cex,phase2/measures/dss/TD/A/559.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/559.cha,data/annotated/ENNI_batchalign/TD/A/559.cha,dss +t*CHI +deng.cut +leng,9.72,0,0,120,18,0,130,7,122,47,30,486,12
561,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/561.tbl.cex,phase2/measures/dss/TD/A/561.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/561.cha,data/annotated/ENNI_batchalign/TD/A/561.cha,dss +t*CHI +deng.cut +leng,9.16,0,0,142,39,7,125,7,70,47,21,458,0
562,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/562.tbl.cex,phase2/measures/dss/TD/A/562.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/562.cha,data/annotated/ENNI_batchalign/TD/A/562.cha,dss +t*CHI +deng.cut +leng,8.44,0,0,97,42,0,118,7,80,43,35,422,0
564,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/564.tbl.cex,phase2/measures/dss/TD/A/564.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/564.cha,data/annotated/ENNI_batchalign/TD/A/564.cha,dss +t*CHI +deng.cut +leng,12.14,0,0,199,38,7,159,15,113,46,30,607,0
601,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/601.tbl.cex,phase2/measures/dss/TD/A/601.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/601.cha,data/annotated/ENNI_batchalign/TD/A/601.cha,dss +t*CHI +deng.cut +leng,7.32,0,0,99,28,0,97,0,74,50,18,366,0
602,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/602.tbl.cex,phase2/measures/dss/TD/A/602.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/602.cha,data/annotated/ENNI_batchalign/TD/A/602.cha,dss +t*CHI +deng.cut +leng,9.74,0,0,169,44,1,123,7,73,48,16,487,6
605,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/605.tbl.cex,phase2/measures/dss/TD/A/605.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/605.cha,data/annotated/ENNI_batchalign/TD/A/605.cha,dss +t*CHI +deng.cut +leng,10.60,0,0,189,59,1,115,0,75,49,32,530,10
606,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/606.tbl.cex,phase2/measures/dss/TD/A/606.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/606.cha,data/annotated/ENNI_batchalign/TD/A/606.cha,dss +t*CHI +deng.cut +leng,6.98,0,0,45,32,0,114,4,63,47,38,349,6
610,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/measures/dss/TD/A/610.tbl.cex,phase2/measures/dss/TD/A/610.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/610.cha,data/annotated/ENNI_batchalign/TD/A/610.cha,dss +t*CHI +deng.cut +leng,9.98,0,0,132,41,2,140,7,116,48,5,499,8
